age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,y
41,admin.,divorced,high.school,no,no,no,cellular,apr,fri,620,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
35,technician,single,university.degree,no,yes,yes,cellular,aug,thu,205,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
42,entrepreneur,married,basic.6y,no,no,no,telephone,may,tue,179,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
36,technician,single,professional.course,no,no,no,cellular,aug,mon,209,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
39,housemaid,married,basic.4y,no,no,no,cellular,jul,wed,102,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
49,technician,married,university.degree,no,no,no,cellular,may,thu,188,1,999,1,failure,-1.8,93.876,-40,0.699,5008.7,0
38,blue-collar,married,basic.6y,unknown,unknown,unknown,telephone,may,thu,204,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
37,blue-collar,divorced,basic.9y,unknown,yes,no,cellular,apr,thu,435,2,999,1,failure,-1.8,93.075,-47.1,1.435,5099.1,0
36,management,married,university.degree,no,yes,yes,cellular,mar,thu,94,1,999,0,nonexistent,-1.8,92.843,-50,1.538,5099.1,0
35,management,single,university.degree,no,no,no,cellular,may,fri,296,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
47,admin.,married,university.degree,no,yes,no,cellular,aug,tue,653,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
33,blue-collar,married,basic.9y,no,no,yes,telephone,jun,tue,16,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
56,management,divorced,high.school,no,no,no,telephone,may,tue,218,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
31,blue-collar,married,basic.9y,no,yes,yes,telephone,may,wed,248,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
50,management,married,university.degree,no,no,no,cellular,aug,fri,299,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
46,admin.,divorced,university.degree,no,yes,no,telephone,jun,wed,165,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
38,technician,married,basic.4y,no,no,yes,cellular,apr,fri,244,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
23,blue-collar,single,basic.9y,no,no,no,cellular,jul,thu,250,4,999,1,failure,-1.7,94.215,-40.3,0.846,4991.6,1
56,retired,married,professional.course,no,yes,no,cellular,aug,mon,202,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
43,management,married,university.degree,unknown,yes,no,telephone,apr,fri,141,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
26,blue-collar,single,high.school,no,no,yes,telephone,jul,mon,251,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
37,housemaid,single,professional.course,no,yes,no,cellular,jul,wed,60,8,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
27,technician,single,professional.course,no,no,no,cellular,apr,wed,72,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,0
39,services,single,high.school,no,yes,no,telephone,jun,thu,1178,3,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0
32,technician,single,university.degree,no,yes,no,cellular,aug,thu,271,2,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
43,blue-collar,married,basic.9y,no,yes,no,cellular,may,mon,247,6,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
33,admin.,single,university.degree,no,yes,no,cellular,aug,thu,289,1,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
39,blue-collar,married,professional.course,no,yes,no,cellular,may,wed,72,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
51,management,married,university.degree,no,yes,no,cellular,aug,tue,249,1,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,1
47,housemaid,married,basic.9y,no,no,no,cellular,aug,thu,135,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
51,blue-collar,married,basic.9y,no,yes,no,telephone,jun,mon,159,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
36,management,married,unknown,unknown,yes,no,cellular,jul,thu,171,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
29,blue-collar,married,basic.6y,no,no,no,cellular,may,thu,481,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,1
61,unknown,single,basic.4y,no,yes,no,cellular,may,tue,154,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
36,admin.,divorced,high.school,no,no,no,cellular,apr,tue,197,1,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,0
30,blue-collar,married,high.school,no,yes,no,cellular,aug,fri,252,1,999,0,nonexistent,-2.9,92.201,-31.4,0.849,5076.2,1
38,blue-collar,married,basic.9y,no,no,no,cellular,jul,thu,69,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0
58,entrepreneur,married,basic.4y,no,yes,no,telephone,nov,mon,73,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
46,self-employed,married,basic.6y,unknown,yes,no,cellular,nov,tue,32,1,999,1,failure,-0.1,93.2,-42,4.153,5195.8,0
61,retired,married,basic.4y,no,yes,yes,cellular,aug,fri,69,1,999,1,failure,-2.9,92.201,-31.4,0.849,5076.2,0
26,services,married,high.school,no,no,yes,cellular,may,fri,676,3,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
51,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,279,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
32,services,married,high.school,no,no,no,telephone,jun,mon,244,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0
41,entrepreneur,married,university.degree,unknown,yes,no,telephone,may,mon,239,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
30,management,married,university.degree,no,yes,no,cellular,mar,mon,106,3,999,0,nonexistent,-1.8,93.369,-34.8,0.646,5008.7,0
34,services,married,high.school,no,yes,no,cellular,may,fri,15,3,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
42,unknown,married,unknown,no,yes,no,cellular,jul,mon,48,9,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
53,technician,married,unknown,no,no,no,telephone,jun,fri,51,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
33,admin.,married,university.degree,no,no,no,cellular,jul,mon,145,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
35,blue-collar,married,high.school,no,yes,yes,cellular,jul,mon,289,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
37,blue-collar,married,basic.4y,no,yes,no,telephone,may,thu,151,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
31,blue-collar,married,basic.6y,no,yes,no,telephone,may,wed,253,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
30,admin.,married,university.degree,no,no,no,telephone,may,fri,294,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
41,blue-collar,married,basic.9y,no,yes,no,telephone,jun,mon,119,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0
39,housemaid,married,basic.4y,no,yes,no,cellular,aug,mon,417,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,0
50,self-employed,married,professional.course,no,no,no,cellular,jul,thu,73,7,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
25,admin.,single,professional.course,no,yes,no,cellular,apr,wed,114,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,1
53,admin.,married,high.school,no,yes,no,cellular,nov,fri,50,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
46,management,married,university.degree,no,yes,no,telephone,may,tue,716,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
34,blue-collar,married,basic.9y,no,yes,no,telephone,may,fri,26,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0
47,unknown,divorced,basic.4y,unknown,no,no,telephone,may,tue,94,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
41,admin.,married,basic.6y,no,no,no,cellular,apr,fri,1203,2,999,1,failure,-1.8,93.075,-47.1,1.479,5099.1,1
59,retired,single,high.school,no,yes,no,cellular,jul,thu,143,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0
48,blue-collar,married,basic.9y,no,yes,no,cellular,aug,mon,9,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
48,blue-collar,married,basic.9y,no,yes,no,cellular,may,fri,36,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
45,admin.,married,unknown,unknown,no,no,cellular,aug,thu,7,14,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
27,admin.,single,university.degree,no,no,no,cellular,mar,tue,238,4,999,0,nonexistent,-1.8,93.369,-34.8,0.635,5008.7,1
48,entrepreneur,single,university.degree,no,yes,no,cellular,jul,tue,654,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
57,entrepreneur,married,professional.course,no,yes,no,telephone,aug,mon,157,1,3,1,success,-2.9,92.201,-31.4,0.884,5076.2,0
33,admin.,married,professional.course,no,yes,no,cellular,aug,fri,130,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
37,management,single,university.degree,no,yes,no,cellular,jul,wed,158,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
31,services,married,high.school,unknown,yes,no,telephone,jun,tue,170,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
30,technician,single,university.degree,unknown,yes,no,cellular,may,thu,722,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
53,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,609,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
45,blue-collar,divorced,basic.4y,no,yes,no,cellular,may,mon,190,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,0
35,self-employed,married,high.school,no,no,no,cellular,jul,mon,187,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
26,admin.,single,university.degree,no,no,no,cellular,jul,fri,196,1,9,3,failure,-1.7,94.215,-40.3,0.885,4991.6,1
33,management,married,university.degree,no,yes,no,cellular,aug,wed,113,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
35,admin.,married,university.degree,no,yes,yes,telephone,may,mon,280,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
35,admin.,married,university.degree,no,no,yes,cellular,aug,wed,65,5,999,0,nonexistent,-2.9,92.201,-31.4,0.854,5076.2,0
26,admin.,married,university.degree,no,yes,no,cellular,mar,mon,76,2,999,0,nonexistent,-1.8,92.843,-50,1.811,5099.1,0
42,technician,married,university.degree,no,no,no,cellular,aug,thu,161,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
50,blue-collar,married,basic.6y,no,yes,no,cellular,aug,fri,433,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
46,blue-collar,divorced,basic.4y,unknown,no,no,telephone,may,tue,152,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
32,blue-collar,divorced,basic.9y,no,yes,no,telephone,nov,thu,1025,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,1
45,admin.,married,high.school,no,no,no,telephone,jun,mon,290,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
54,services,married,high.school,no,no,no,cellular,jul,wed,82,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
48,services,single,high.school,no,no,no,cellular,apr,fri,105,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
42,services,married,professional.course,no,no,no,telephone,jun,fri,24,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
36,technician,single,basic.9y,unknown,yes,no,telephone,jun,wed,227,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
21,student,single,high.school,no,no,no,cellular,may,mon,97,2,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,0
23,student,single,basic.6y,no,no,no,cellular,jun,fri,276,1,14,1,success,-1.7,94.055,-39.8,0.748,4991.6,1
28,admin.,single,high.school,no,no,no,cellular,jul,mon,154,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
60,retired,married,high.school,no,unknown,unknown,cellular,aug,wed,590,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
36,services,single,high.school,no,yes,no,cellular,may,wed,66,4,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
41,technician,married,professional.course,no,yes,no,cellular,aug,fri,307,9,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
55,management,married,university.degree,no,yes,yes,cellular,jul,thu,345,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
49,technician,divorced,unknown,no,unknown,unknown,telephone,jun,fri,158,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
30,admin.,single,university.degree,no,yes,no,telephone,jul,fri,121,1,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,0
32,technician,single,university.degree,no,yes,yes,cellular,may,fri,693,5,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,1
60,retired,divorced,professional.course,no,yes,no,cellular,sep,thu,63,1,999,2,failure,-3.4,92.379,-29.8,0.743,5017.5,0
50,admin.,married,high.school,no,no,yes,telephone,may,wed,49,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
52,blue-collar,married,basic.4y,no,yes,no,cellular,aug,tue,234,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
36,blue-collar,married,basic.6y,no,yes,no,cellular,nov,wed,800,6,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
40,management,married,high.school,no,no,no,cellular,may,fri,253,1,999,1,failure,-1.8,92.893,-46.2,1.259,5099.1,0
39,blue-collar,married,basic.6y,no,no,no,telephone,may,fri,206,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,0
50,blue-collar,divorced,basic.4y,no,no,no,cellular,jul,thu,150,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
35,blue-collar,married,high.school,no,no,no,cellular,may,tue,180,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
34,admin.,single,university.degree,no,no,no,cellular,jul,tue,182,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
32,admin.,married,university.degree,no,no,no,cellular,jul,thu,46,4,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
48,blue-collar,married,basic.9y,no,yes,yes,cellular,may,tue,64,4,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,0
46,technician,married,university.degree,unknown,no,yes,telephone,jun,thu,993,6,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,1
36,services,married,high.school,unknown,no,no,telephone,may,thu,291,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
82,retired,divorced,basic.4y,no,no,no,cellular,apr,mon,529,1,6,2,success,-1.8,93.749,-34.6,0.643,5008.7,1
37,services,single,high.school,no,no,no,telephone,may,mon,96,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
35,admin.,divorced,high.school,no,no,no,cellular,may,wed,133,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
28,admin.,single,high.school,no,yes,no,cellular,oct,tue,83,2,999,3,failure,-3.4,92.431,-26.9,0.728,5017.5,0
45,admin.,married,university.degree,no,no,no,cellular,jul,thu,9,7,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
55,admin.,single,university.degree,unknown,no,yes,cellular,nov,fri,143,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
28,admin.,married,university.degree,no,yes,no,telephone,may,tue,210,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
45,blue-collar,married,basic.9y,no,yes,no,cellular,may,mon,54,2,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,0
48,admin.,divorced,university.degree,no,yes,no,cellular,jul,thu,294,4,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
35,technician,single,professional.course,no,yes,yes,cellular,aug,tue,259,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
77,retired,married,basic.4y,no,unknown,unknown,cellular,jul,tue,218,2,3,1,success,-1.7,94.215,-40.3,0.893,4991.6,1
42,admin.,married,professional.course,no,yes,no,telephone,nov,thu,90,1,999,0,nonexistent,-0.1,93.2,-42,4.245,5195.8,1
30,services,single,high.school,no,no,no,cellular,aug,mon,366,2,999,0,nonexistent,-2.9,92.201,-31.4,0.861,5076.2,0
30,admin.,married,university.degree,no,no,yes,cellular,may,thu,234,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
35,management,married,university.degree,no,yes,no,cellular,nov,wed,130,3,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
35,admin.,married,university.degree,no,yes,no,cellular,aug,fri,417,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
43,admin.,married,university.degree,no,yes,no,cellular,aug,tue,531,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,1
33,technician,married,professional.course,no,no,no,cellular,aug,fri,922,7,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,1
30,technician,single,university.degree,no,no,no,telephone,may,mon,293,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
41,admin.,married,high.school,no,yes,no,cellular,may,tue,181,1,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,0
34,technician,married,professional.course,no,yes,no,telephone,jul,tue,389,7,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
34,management,single,high.school,no,no,no,cellular,nov,wed,292,3,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
57,admin.,married,unknown,no,yes,no,cellular,dec,wed,391,2,999,0,nonexistent,-3,92.713,-33,0.706,5023.5,1
48,admin.,divorced,high.school,no,no,no,telephone,may,tue,233,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
48,blue-collar,married,basic.4y,no,no,yes,cellular,may,wed,170,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
32,admin.,single,university.degree,no,yes,no,cellular,may,fri,18,8,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,0
49,technician,divorced,professional.course,no,yes,no,cellular,jul,mon,253,3,15,1,success,-1.7,94.215,-40.3,0.87,4991.6,1
32,blue-collar,married,basic.6y,no,yes,no,telephone,may,fri,165,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
39,technician,single,professional.course,no,no,no,telephone,jul,thu,206,1,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,0
35,blue-collar,married,basic.4y,no,no,no,cellular,nov,tue,169,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
33,housemaid,divorced,professional.course,no,yes,no,cellular,aug,thu,321,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
25,blue-collar,single,basic.4y,no,yes,no,telephone,may,fri,247,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
37,housemaid,married,university.degree,no,no,no,cellular,oct,thu,453,1,6,2,success,-1.1,94.601,-49.5,1.025,4963.6,1
46,blue-collar,married,basic.4y,no,yes,no,telephone,may,fri,107,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
36,technician,married,professional.course,unknown,yes,no,telephone,may,thu,180,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
36,admin.,married,unknown,unknown,yes,no,cellular,nov,thu,235,3,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
39,housemaid,married,basic.9y,no,yes,no,telephone,may,mon,935,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,1
26,technician,single,high.school,no,yes,no,cellular,jul,mon,538,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
43,technician,single,professional.course,unknown,no,no,telephone,jul,wed,87,5,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
48,unknown,married,unknown,unknown,yes,no,cellular,jul,tue,198,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
52,management,divorced,university.degree,no,no,no,telephone,jun,thu,20,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
42,admin.,single,university.degree,no,yes,yes,cellular,jul,wed,122,1,999,0,nonexistent,-2.9,92.469,-33.6,1.029,5076.2,0
39,technician,divorced,professional.course,no,yes,no,cellular,aug,tue,1134,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,1
34,technician,married,professional.course,no,unknown,unknown,cellular,may,thu,35,3,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
47,blue-collar,married,basic.9y,no,yes,no,cellular,aug,mon,157,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
52,blue-collar,married,basic.4y,no,yes,no,cellular,jul,thu,92,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
30,blue-collar,single,basic.9y,no,no,no,cellular,nov,wed,204,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
42,admin.,divorced,high.school,no,no,no,cellular,apr,mon,220,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
35,blue-collar,single,basic.4y,unknown,yes,no,cellular,may,wed,130,3,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0
27,blue-collar,single,professional.course,no,yes,no,telephone,oct,mon,3284,1,999,0,nonexistent,-0.1,93.798,-40.4,4.912,5195.8,0
45,blue-collar,single,basic.9y,no,yes,yes,cellular,nov,mon,61,2,999,1,failure,-0.1,93.2,-42,4.191,5195.8,0
26,admin.,single,high.school,no,yes,no,cellular,nov,mon,262,1,3,1,success,-3.4,92.649,-30.1,0.715,5017.5,1
48,technician,married,unknown,no,no,no,telephone,jun,thu,189,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0
23,blue-collar,single,basic.9y,no,yes,no,cellular,may,mon,672,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,1
32,technician,married,professional.course,no,yes,no,telephone,nov,thu,106,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
44,admin.,divorced,high.school,no,no,no,cellular,may,tue,214,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
36,technician,single,professional.course,no,yes,no,cellular,may,wed,225,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0
31,student,single,university.degree,no,no,no,cellular,jul,fri,608,3,6,2,success,-1.7,94.215,-40.3,0.885,4991.6,1
42,self-employed,married,university.degree,no,no,no,cellular,aug,fri,1206,4,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,1
33,services,married,high.school,no,yes,no,cellular,jul,fri,82,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
34,blue-collar,married,basic.9y,no,no,no,cellular,may,tue,52,3,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
36,self-employed,married,university.degree,no,yes,no,telephone,jun,tue,134,7,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
21,admin.,single,high.school,no,yes,no,cellular,jul,wed,111,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
25,admin.,single,high.school,no,yes,no,cellular,jul,wed,62,11,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
30,admin.,single,basic.9y,no,no,no,cellular,nov,thu,106,2,999,1,failure,-0.1,93.2,-42,4.076,5195.8,0
40,technician,married,professional.course,unknown,no,no,telephone,jun,mon,96,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
36,admin.,married,university.degree,unknown,no,no,cellular,jul,fri,135,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
45,services,married,professional.course,no,yes,no,cellular,aug,thu,125,4,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
41,management,married,basic.6y,unknown,yes,no,cellular,nov,mon,264,4,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
34,unknown,divorced,basic.4y,no,no,no,cellular,nov,wed,73,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
31,admin.,divorced,high.school,no,no,no,telephone,may,mon,170,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
50,management,married,university.degree,no,yes,no,cellular,apr,mon,143,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
31,technician,single,professional.course,no,yes,yes,cellular,may,mon,282,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
46,management,married,basic.6y,no,no,no,cellular,nov,mon,116,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
26,admin.,single,university.degree,no,yes,no,cellular,apr,thu,115,2,999,1,failure,-1.8,93.749,-34.6,0.659,5008.7,0
35,blue-collar,married,basic.9y,no,unknown,unknown,telephone,may,thu,34,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
52,admin.,married,university.degree,no,yes,no,cellular,may,tue,556,2,999,0,nonexistent,-1.8,93.876,-40,0.668,5008.7,1
68,retired,married,high.school,no,no,no,cellular,nov,mon,1248,2,999,1,failure,-3.4,92.649,-30.1,0.714,5017.5,1
39,technician,married,university.degree,no,yes,no,cellular,aug,mon,57,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
60,retired,married,professional.course,unknown,no,no,telephone,may,wed,280,5,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
41,blue-collar,married,basic.4y,no,yes,no,cellular,may,wed,187,8,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
55,admin.,married,high.school,no,yes,no,telephone,jun,thu,178,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
48,technician,married,unknown,no,yes,no,cellular,jul,mon,1096,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1
33,blue-collar,single,university.degree,unknown,no,no,cellular,may,wed,275,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0
31,blue-collar,married,basic.6y,no,no,no,cellular,jul,fri,103,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
33,blue-collar,married,high.school,no,yes,no,telephone,may,wed,183,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
50,housemaid,married,basic.6y,no,no,no,cellular,jul,thu,349,3,6,2,success,-1.7,94.215,-40.3,0.899,4991.6,1
50,blue-collar,married,basic.9y,no,yes,no,cellular,jun,thu,117,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0
50,services,married,high.school,no,yes,no,telephone,may,mon,248,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
42,blue-collar,married,basic.4y,no,yes,no,cellular,jul,mon,227,6,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
34,self-employed,married,university.degree,no,yes,no,cellular,nov,wed,905,1,999,1,failure,-0.1,93.2,-42,4.12,5195.8,0
32,services,married,high.school,no,yes,no,cellular,may,fri,76,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0
33,admin.,single,university.degree,no,yes,yes,telephone,jun,mon,304,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
